id,explanation_reporting,explanation_legal,explanation_stlt,explanation_norm,explanation_harm,explanation_kant,explanation_main,ethical_reporting,ethical_legal,ethical_stlt,ethical_norm,ethical_harm,ethical_kant,ethical_main,type,survey,current_policy_ethic,new_policy_ethic,current_policy_lying,new_policy_lying,current_policy_deceptive,new_policy_deceptive,current_policy_dishonest,new_policy_dishonest,current_policy_untruthful,new_policy_untruthful,recommend_new_policy,board_vote,age,race,race_other,gender,gender_other,study,gpa,risk_tolerance,political_affiliation,political_affiliation_other,cheating_answer,score_self_reported,score_true,score_20,score_20_truthful,male,business_econ,under_represented,cheating,misreporting,trust,model,temperature
83,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,4,4,2,4,4,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
100,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,3,1,4,1,5,1,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
18,0.0,1.0,0.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,1,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
69,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,3,5,2,5,2,5,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
73,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,5,5,5,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
66,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,1,4,1,3,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
99,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,3,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
17,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
84,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,2,5,4,4,3,1,3,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
91,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,5,5,5,5,5,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
90,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,3,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
85,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,5,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
67,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,3,4,4,4,3,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
72,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,2,5,2,1,4,2,4,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
16,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,0.0,1.0,F,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
98,0.0,0.0,1.0,0.0,1.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,5,5,4,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
19,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,4,5,5,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
82,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,1,4,3,1,4,2,3,1,3,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
97,0.0,1.0,0.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,3,4,4,1,4,2,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
68,0.0,0.0,1.0,0.0,1.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,4,5,1,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
75,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,3,5,2,5,4,5,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
60,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
11,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
80,0.0,1.0,1.0,0.0,0.0,0.0,B,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,5,4,5,4,5,4,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
95,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,1.0,0.0,0.0,1.0,C,llm,underreporting,1,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
13,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
88,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,4,3,3,4,4,3,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
77,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
62,0.0,1.0,0.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,2,4,2,4,2,4,2,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
78,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,1,4,5,5,4,4,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
92,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
87,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,C,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
14,0.0,1.0,0.0,0.0,1.0,1.0,B,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,2,4,5,3,4,2,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
65,0.0,1.0,0.0,0.0,1.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,3,4,3,5,1,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
70,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
15,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,4,1,5,4,3,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
71,0.0,1.0,0.0,0.0,1.0,0.0,B,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,4,5,5,4,5,4,5,4,5,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
64,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
79,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,0.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,5,5,4,5,5,5,4,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
86,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
93,0.0,1.0,0.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,1,5,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
89,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,5,2,4,3,3,3,3,3,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
12,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,Follow Consensus,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
63,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,4,4,5,5,5,5,5,5,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
76,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,5,5,5,5,1,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
94,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,3,5,4,5,2,5,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
81,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
33,0.0,1.0,1.0,0.0,1.0,0.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,5,1,4,1,5,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
26,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,1,5,4,3,4,5,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
57,0.0,1.0,0.0,0.0,1.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,5,5,4,1,5,5,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
42,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,5,5,4,4,3,5,4,5,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
5,0.0,1.0,1.0,0.0,1.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,5,3,5,4,5,3,5,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
21,0.0,1.0,1.0,0.0,1.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,5,5,5,5,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
34,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,C,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
45,0.0,1.0,0.0,0.0,1.0,0.0,B,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,1,4,5,1,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
50,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,2,4,1,1,4,1,1,1,1,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
58,0.0,1.0,0.0,0.0,1.0,0.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
29,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,5,5,5,4,4,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
2,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,0.0,1.0,0.0,0.0,1.0,C,llm,underreporting,1,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
59,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,5,5,4,4,4,4,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
3,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,1,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
28,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,4,3,4,3,4,3,4,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
35,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,1,5,4,5,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
20,0.0,1.0,0.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,5,4,5,5,5,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
51,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,2,4,4,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
44,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,1,3,1,1,2,2,1,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
4,1.0,1.0,0.0,0.0,1.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,5,5,1,4,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
27,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,1,5,1,1,4,3,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
32,0.0,1.0,1.0,0.0,0.0,0.0,B,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,1,5,5,5,5,5,5,5,5,5,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
43,0.0,1.0,0.0,0.0,1.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,5,5,5,5,2,5,2,5,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
56,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,4,4,1,3,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
6,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,1,5,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
38,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,1,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
49,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,5,5,4,3,5,5,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
41,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,1.0,0.0,0.0,1.0,C,llm,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
54,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,4,1,5,4,5,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
25,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,4,4,4,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
30,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,C,llm,underreporting,2,4,1,4,1,2,1,2,1,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
1,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
53,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,3,3,4,4,4,4,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
46,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,2,5,5,4,5,5,4,3,4,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
9,0.0,1.0,0.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,5,5,4,3,5,5,5,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
37,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
22,0.0,1.0,1.0,0.0,1.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
47,1.0,1.0,1.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,5,4,1,4,1,3,1,4,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
52,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,1,5,4,4,5,5,4,4,5,5,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
23,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,0.0,1.0,F,llm,underreporting,1,5,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
36,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,1,5,1,1,5,5,5,1,1,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
8,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,5,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
55,0.0,1.0,0.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,5,1,5,5,5,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
40,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,5,1,4,5,1,5,4,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
31,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,5,5,4,5,4,5,4,5,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
24,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,1,4,5,5,4,3,5,3,5,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
39,0.0,1.0,1.0,0.0,0.0,0.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,5,1,5,3,5,1,5,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
7,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,5,5,5,3,5,5,5,3,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
48,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,5,4,5,3,5,4,5,4,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,mistral:7b,
38,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
49,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
54,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
41,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
30,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
25,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
46,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
53,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
22,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,0.0,1.0,F,llm,overreporting,3,4,3,1,4,1,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
37,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
52,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,3,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
47,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
36,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
23,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
40,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
55,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
24,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
31,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
